pathway	description	12858.0BR.3.R1.fastq.gz	12858.0KC.2.R1.fastq.gz	12858.0MR.4.R1.fastq.gz	12858.0TB.1.R1.fastq.gz	12858.10BR.49.R1.fastq.gz	12858.10KC.47.R1.fastq.gz	12858.10MR.50.R1.fastq.gz	12858.10TB.46.R1.fastq.gz	12858.11BR.52.R1.fastq.gz	12858.11KC.51.R1.fastq.gz	12858.11MR.53.R1.fastq.gz	12858.11TB.81.R1.fastq.gz	12858.12BR.56.R1.fastq.gz	12858.12KC.55.R1.fastq.gz	12858.12MR.57.R1.fastq.gz	12858.12TB.54.R1.fastq.gz	12858.13BR.60.R1.fastq.gz	12858.13KC.59.R1.fastq.gz	12858.13MR.61.R1.fastq.gz	12858.13TB.58.R1.fastq.gz	12858.14BR.64.R1.fastq.gz	12858.14KC.63.R1.fastq.gz	12858.14MR.65.R1.fastq.gz	12858.14TB.62.R1.fastq.gz	12858.15BR.68.R1.fastq.gz	12858.15KC.67.R1.fastq.gz	12858.15MR.69.R1.fastq.gz	12858.15TB.66.R1.fastq.gz	12858.16BR.72.R1.fastq.gz	12858.16KC.71.R1.fastq.gz	12858.16MR.73.R1.fastq.gz	12858.16TB.70.R1.fastq.gz	12858.17BR.76.R1.fastq.gz	12858.17KC.75.R1.fastq.gz	12858.17MR.77.R1.fastq.gz	12858.17TB.74.R1.fastq.gz	12858.18BR.82.R1.fastq.gz	12858.18KC.79.R1.fastq.gz	12858.18MR.83.R1.fastq.gz	12858.18TB.78.R1.fastq.gz	12858.19BR.86.R1.fastq.gz	12858.19KC.85.R1.fastq.gz	12858.19MR.87.R1.fastq.gz	12858.19TB.84.R1.fastq.gz	12858.1BR.7.R1.fastq.gz	12858.1KC.6.R1.fastq.gz	12858.1MR.8.R1.fastq.gz	12858.1TB.5.R1.fastq.gz	12858.20BR.90.R1.fastq.gz	12858.20KC.89.R1.fastq.gz	12858.20MR.91.R1.fastq.gz	12858.20TB.88.R1.fastq.gz	12858.21BR.94.R1.fastq.gz	12858.21KC.93.R1.fastq.gz	12858.21MR.95.R1.fastq.gz	12858.21TB.92.R1.fastq.gz	12858.22BR.98.R1.fastq.gz	12858.22KC.97.R1.fastq.gz	12858.22MR.99.R1.fastq.gz	12858.22TB.96.R1.fastq.gz	12858.23BR.102.R1.fastq.gz	12858.23KC.101.R1.fastq.gz	12858.23MR.103.R1.fastq.gz	12858.23TB.100.R1.fastq.gz	12858.24BR.106.R1.fastq.gz	12858.24KC.105.R1.fastq.gz	12858.24MR.107.R1.fastq.gz	12858.24TB.104.R1.fastq.gz	12858.2ABR.15.R1.fastq.gz	12858.2AKC.10.R1.fastq.gz	12858.2AMR.12.R1.fastq.gz	12858.2ATB.9.R1.fastq.gz	12858.2BBR.11.R1.fastq.gz	12858.2BKC.14.R1.fastq.gz	12858.2BMR.16.R1.fastq.gz	12858.2BTB.13.R1.fastq.gz	12858.3BR.19.R1.fastq.gz	12858.3KC.18.R1.fastq.gz	12858.3MR.20.R1.fastq.gz	12858.3TB.17.R1.fastq.gz	12858.4BR.23.R1.fastq.gz	12858.4KC.22.R1.fastq.gz	12858.4MR.25.R1.fastq.gz	12858.4TB.21.R1.fastq.gz	12858.5BR.28.R1.fastq.gz	12858.5KC.27.R1.fastq.gz	12858.5MR.29.R1.fastq.gz	12858.5TB.26.R1.fastq.gz	12858.6BR.32.R1.fastq.gz	12858.6KC.31.R1.fastq.gz	12858.6MR.33.R1.fastq.gz	12858.6TB.30.R1.fastq.gz	12858.7BR.36.R1.fastq.gz	12858.7KC.35.R1.fastq.gz	12858.7MR.37.R1.fastq.gz	12858.7TB.34.R1.fastq.gz	12858.8BR.40.R1.fastq.gz	12858.8KC.39.R1.fastq.gz	12858.8MR.41.R1.fastq.gz	12858.8TB.38.R1.fastq.gz	12858.9BR.44.R1.fastq.gz	12858.9KC.43.R1.fastq.gz	12858.9MR.45.R1.fastq.gz	12858.9TB.42.R1.fastq.gz
HOMOSER-METSYN-PWY	L-methionine biosynthesis I	23319.574936092748	7009.033584883747	7242.349058260624	7932.50198879655	19075.794189946744	24048.587415598922	16603.304777313177	8669.529996861338	15623.232691038304	12167.336121934919	21969.400762314093	16889.294365439022	12006.054676045636	19100.0952084684	14223.140125955772	8512.16633781509	11320.042834371077	14833.703967293357	6079.95545275146	4599.721269445795	14131.319215144731	13853.02815367663	16952.561161321388	6342.294829556781	15394.8189023186	14687.199760252912	11636.464199626254	12786.835705589385	19050.68720981569	15352.039461601766	9926.975130855964	8653.438733513487	9285.848154542356	17662.259727942575	23101.018831187856	16096.471840101229	11239.59364528067	13242.812533144948	21902.540146742987	15227.613946968057	21468.92704608074	22763.47185882548	19843.609532170518	13186.088256978745	15330.088778535639	16827.84654709862	12716.958004115748	9399.451871057221	20924.2869873007	21216.046012466883	27709.32858037356	16830.849233238554	24105.72752750341	25781.92755898917	26706.857514701773	9235.96573256478	30051.132958391405	24709.705795715054	24574.25774276229	11735.550101799585	25166.66043008268	19164.2655420878	28311.297860388197	23215.70259864736	22589.051667701857	24331.51121612476	24819.271260405487	15971.10963183923	24601.192551135096	14274.250456746953	11782.326226300507	10733.04873110643	15865.377169317964	34507.54977803599	16448.149774646925	12016.962000631993	17584.557245986376	28130.892983456622	15337.35949182558	10642.842104446945	15537.52732377829	25937.355168166807	14685.767679983	16726.63163136952	4126.852854543807	23959.19356992961	18677.001664648138	11383.033323065498	19677.383493328634	18493.5117921145	15132.126600451074	10954.673393757095	13113.553196481023	29908.823024059482	25644.966922354823	4888.929064063139	9943.193477805173	32787.94203288348	20139.99387368391	16402.23583436799	9234.234211505636	18006.415629348776	19163.38818797709	7319.134504067663
HSERMETANA-PWY	L-methionine biosynthesis III	25765.159028451202	8628.290144960441	7619.040524943135	14736.634959466632	18398.48794073549	24467.43756573788	15366.899092266438	9579.185247272722	17131.428052701955	14000.384435582902	20013.644125979463	20211.03428487146	12844.616686231591	19505.71241526229	13465.720304631115	11867.423984162757	12163.089137052968	14581.205811508857	20849.498094852457	8808.476072545896	14281.54587591974	16087.374596793125	16972.885892050796	10817.789504408029	15705.007243776492	25382.643774732704	9633.39408772931	13947.686977893345	18522.83844612306	28249.917115740685	13980.801862125547	10909.804380006379	14560.128485789155	25218.26033994632	21564.971808581384	18475.18171710849	11719.41066289861	18133.11893537843	21921.78413542765	18572.907178086192	23121.533854943038	30038.251391769947	22630.08166779604	15894.607330371035	18601.863497426722	24028.035323764154	16266.790155036291	10494.042698966938	22039.99268529712	26163.961556629518	30514.017148917344	20464.70118445115	24841.02573453884	35795.811455101866	26194.68866153145	14673.751200752307	28938.56140462596	30695.767567604133	23626.520894408324	15968.927458339716	23803.41021032761	38834.984843217404	27787.994152813848	24136.518220647406	22941.83051210601	29820.031022329156	25630.103291871157	17835.776965695928	29707.63689291505	14217.041210294785	13068.156782234617	14120.683332504217	20943.18030132356	34997.71596551496	17467.395216942732	18117.52590414702	22804.049012438565	10679.91856359016	14963.275354987576	13113.294749544695	17784.583568844268	28763.745847596816	15799.734692713326	18161.095932924964	8868.313496161876	23993.78523906103	17701.398584722272	13856.757547495936	21759.119616364005	19768.98146390829	14780.267171361731	14511.576090780332	13433.610362788486	34874.363364371915	26369.28451678053	5611.226804917972	11725.191151915315	34105.415099244885	20186.242807182938	19143.01224846001	11312.68199971248	21389.38335547111	18106.847213482662	8985.43004932342
ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	42079.24399907842	18615.303146843402	12910.537328845883	23479.21311496041	30144.101880399903	45074.27786467915	28577.42569722436	13580.55865453213	27322.19896731541	28542.229518903812	34052.873843849324	33088.17251237625	20417.97537086732	36650.39705263931	23163.551014845365	17243.242974025445	19113.72844138022	30892.20658140163	31295.41034109875	10502.34468976273	24151.064154891545	28204.194548190288	30715.23319938708	12915.745640050698	25972.91558649351	42025.07528493853	20060.55622648733	21722.420335831943	31546.065773293867	46964.608005470334	21823.31467186915	16743.036280461576	23535.73676457605	44206.06422119564	41518.941413086766	31027.655843179113	21489.351753593997	32774.83163332196	41551.86556710101	32091.095047354433	39575.118792329486	55781.57014939466	32221.29853857663	24477.102726411307	30578.27988150893	38003.437533081036	26595.802827268184	18528.30920429247	33804.695273295685	50698.836552428744	49155.91060639189	32851.85074815189	38920.68472282363	55709.32439467658	49405.33111928082	19295.402567250494	44467.29832768591	51297.57092059179	41192.48420537685	24471.153632004927	40357.44815164467	61068.9794640662	50901.871911660106	39425.1451505538	37483.30471035895	51131.804412037156	45149.89409686785	28395.035057395617	44718.292074673416	28929.77851303462	22728.658696432383	20476.950280754274	37161.93740819982	56022.0373742408	37581.12071434698	29195.95502987899	38139.65231390456	45708.191972929744	25611.14441617291	22424.132263116066	30405.671587656703	65219.40361056389	28170.811263968375	29880.998376606585	15667.512583430514	51326.50327623912	29315.469105105567	24725.293477370433	35410.77373020319	41312.72936853351	24114.115948372797	27436.53632677877	25672.34050164857	62163.35721341589	47867.862866296426	10223.778015844853	18118.06610027229	63431.69810528692	32414.049410754127	30052.219099342296	20857.85918904161	37926.6849971206	32746.095830194165	14719.97262683297
KDO-NAGLIPASYN-PWY	superpathway of (Kdo)2-lipid A biosynthesis	5923.3315077368125	1297.065156294821	2475.740227021922	1015.027793454532	9706.596337122246	6226.037572308612	10436.75622954026	791.5365710755548	6785.800884048297	2842.385182435124	12186.918544396314	1045.3739884368902	4302.024562080481	4100.7259356889	5960.9079374125085	159.25823504673696	3974.020119735609	532.0077998666537	8026.713523085288	203.8294225741631	4154.5120169052025	1087.4094804282834	7366.696614628159	2029.5398085208176	5967.353143502492	3041.7320717982375	6147.3991805845935	3198.4373849268964	6547.017083041769	1067.3841797452003	10812.679693157668	1292.1655183395576	8096.875187272559	4365.271105654495	11224.029568108122	5114.749621993396	6981.779506128813	701.051814305721	8937.760367918288	1656.5876821517083	5136.713749695799	7796.970419904021	11731.132802718943	2246.9317613298867	4796.895613355176	11548.716713981636	8876.417597957221	369.11966093102325	9258.371450826528	1832.8128644367102	9539.712001882055	4316.730908328263	8759.185988775185	4015.560020590741	8244.044483662325	701.6357161254948	5785.637989733177	7341.72023415149	10728.731072403523	781.4815952615571	10276.097075771011	411.7045591990656	9368.974995933902	5596.659579209643	8630.134699894672	3849.117157368608	8494.212950070156	859.9725742930382	18043.3742164888	2334.338876348615	5742.928027059756	1340.492185511092	3228.349524493749	2546.5685888953626	3763.256986885293	8781.93144327813	4254.1701116589675	3822.7965176433063	5182.7200905067375	2960.353942215219	4535.185803929935	4993.9345949965555	7530.241519215678	4335.594046750669	5407.6034075744265	5742.735066300295	10300.060644790396	1830.4358945536028	6372.047005151082	3016.9991715758943	6652.899736973415	640.7889858049924	3028.991615552247	6147.7002144154885	14370.211880888697	1852.737529667986	3545.580072532057	10384.452602561088	8619.682138325365	4323.109355993959	3838.1306267422337	6188.697800009973	11040.941120757927	2449.5239356604834
KETOGLUCONMET-PWY	ketogluconate metabolism	3432.795802925989	0.0	0.0	504.23438954097253	386.39386310390375	1898.8111107891532	687.0196841818263	0.0	1018.5183280088006	344.173730325044	275.676035415772	0.0	310.27885335492834	283.36017267509555	246.95295558433048	0.0	619.0589983669389	392.88136528295234	139.53676042383586	0.0	1812.6829118397197	157.0084427737546	257.7573060069696	0.0	2650.0407391906288	2076.646757005657	780.152073673749	683.4926673551778	1779.4631540538892	2799.9017646090388	198.62582716616012	0.0	333.6637850673032	3109.563957672999	2046.6040353542	0.0	921.434037809373	2392.625875555532	702.6606008711437	0.0	4324.814488566619	2041.80781531838	216.89559614197643	0.0	2114.885578991717	1663.4288424762606	1689.945149924055	125.00827685292187	863.1241039139525	2227.2623865957275	5411.626454778081	0.0	1007.6431604803403	3118.7477867660523	1712.6967521785825	0.0	1076.0460057823532	2776.707965230362	490.65147261906014	67.81423093858372	1842.6990689757722	2286.63373340735	1957.9218537538306	0.0	1063.6239904867764	3065.538221666087	2462.3355445579305	871.7332769095913	1988.2752675431	424.75439931279925	1772.5620879477124	0.0	3380.5931168397888	947.8409933782941	250.16077655667192	733.7613598309448	5010.492061452537	407.2616072167508	782.1822817968131	0.0	1477.8690148528271	4017.444403034814	1066.338347360473	0.0	0.0	1552.0403892728455	622.0830235706864	0.0	0.0	1766.7567716059555	0.0	0.0	398.9366844013172	942.0908597661522	447.97586432526833	0.0	1338.3103133026655	1841.6596828682489	573.663654162045	0.0	1204.8957139582856	423.27826394026175	1063.3266174088167	355.9526546716097
LACTOSECAT-PWY	lactose and galactose degradation I	3762.0421832224797	13203.612782607726	1830.361585217043	5766.219476830959	5064.104098940981	2816.7336409079967	7417.575948365927	4972.376030548633	3292.408887985778	3117.992852848105	4602.975493699507	5548.258228766563	3587.848289527437	2586.841096030053	4211.669461684834	1634.2276316285747	2631.4146030465904	3897.623456692503	682.109196529958	3365.776636019835	4525.02717623759	2586.373990172307	4746.540480139023	3773.7655232948273	3146.4955287583625	3654.9653555018563	4130.218355560008	4708.026683855266	4552.415667028628	1758.10735231414	1350.9950884297125	5253.0911092234255	1598.9005892910288	2280.816429498447	3785.578837045276	6141.796160322254	1771.9463077176222	2801.2915098354097	5718.769206471568	3999.5694018819536	5116.678404272729	3387.5103489019752	3722.6552616300532	10320.143988314216	4991.820335486967	1379.7416616276598	1987.8862100535791	5658.241953905849	4072.677433214047	3953.074446418777	6068.6965853791335	5058.556682763867	4903.454439534252	3733.277518990608	7418.365382395466	8726.487771900329	3857.5941555638587	4424.739431421384	5919.9786899274295	5483.067358906471	6032.7565759528115	1664.3563109040015	10632.445065772314	7364.934572396736	7051.504523678175	2717.2273707942604	7798.869023939757	6749.354342767649	2809.526222256559	13529.928832280648	2280.4725094108867	6132.05035818175	3517.271234514159	161.59953316475392	20526.009745010168	5716.524240449381	3830.602432348695	1064.6879696165706	4377.0565768476945	6388.420934852068	3956.3814548720284	3037.8915903509746	5229.131018904152	4910.170314115245	295.82340461495045	4623.425016002077	3745.5435066234368	4069.262199784386	8352.072628154987	2328.088151227177	4346.335595393199	6993.297712022348	10814.22583851357	2836.2644167955127	5343.389671895108	1929.400712975751	4932.14055234702	3102.355504693852	5990.4011188429795	8269.601856880958	3553.793753793356	2199.4116249424856	3891.723826421068	1776.0533299155534
LEU-DEG2-PWY	L-leucine degradation I	16047.173984646171	7420.096557619693	4866.906973063637	8750.546305584921	9507.98346361818	15500.293314147608	8847.008978349768	2306.938033132399	9046.4377840347	13829.77767683547	9893.730312294196	9692.66815037821	5683.000514669857	19047.695305442994	6356.2367806447655	3545.7055784983104	6590.657889878147	11666.399522695281	23776.300951946352	1103.0074711986722	6963.787669076584	14736.943105059856	11527.366860932978	1346.301529809767	8425.307276911211	18299.996000315718	6246.612771355825	6040.930998015409	8631.707672113329	25292.34081620914	13573.63737908492	3768.9619147522412	13222.031248787576	17775.464328038383	17393.38878620372	12215.788860430672	9608.490913899648	13063.846138799456	13213.183495857922	12941.52023407035	15763.038322459204	24370.460313166004	18303.995775006642	6994.921635496154	9029.951738485674	28960.531738843027	14288.776673156262	4415.335520468264	13904.66733178338	15594.65845677936	13566.722635280525	12494.836722689392	13747.396315331604	21758.974841800657	16830.181867954547	1372.7465976749072	11365.964768106629	21294.991950460826	15770.232368220539	5397.5737346601945	11828.341551549367	44262.1055891099	16555.570358151712	9981.973806631093	10626.634959738338	21696.71653419931	15342.44639621346	6756.648348608916	22600.5605778446	5101.350812245639	9271.909422917524	6061.8490899090475	10694.133380126541	43282.40247267909	6150.489106391982	13326.952701699753	15033.665674244283	9602.326316773042	6515.816805802775	6886.12362508669	11433.663289764463	26815.611160010805	11541.133290391104	11776.379113460225	10510.989792111639	20051.14823729588	7902.137899062029	10738.324698922514	12503.281828307185	18864.55626333464	4752.494623899093	8988.661244547235	6394.229825017253	29839.623606150264	19032.42250588772	3403.061546656894	5618.062829067172	29224.22620701196	8537.659896770487	8775.107364433348	9942.419538054764	16465.73466525012	9441.837521926156	5522.310064208626
LIPASYN-PWY	phospholipases	1089.2261517687757	0.0	503.51820449568487	0.0	322.6256123145815	1033.6943513738286	847.1539481771365	0.0	1246.207274313928	571.3546254662173	667.7672574629671	0.0	716.3951710694867	670.806714536214	183.93147278291931	0.0	663.1990126368365	299.14387391909696	0.0	0.0	952.8038420654041	0.0	556.0196835812789	0.0	1383.4073105129737	1088.404993353191	407.8532078117707	520.6261666369403	979.1819851901644	2059.385495195092	559.830593486622	0.0	1716.8119023941363	1906.8811628385158	2795.9865501831982	0.0	605.1891580727005	1208.974232091803	1015.661313457191	1136.6701757916007	389.8861696129453	2929.7759866013957	0.0	0.0	619.1255521279744	1887.059917816778	480.0909796164	46.448746946503505	361.64673084325705	2036.463677721783	1611.4690177522086	0.0	1178.462879079603	2628.499184928791	1604.5686678426607	217.79943564858144	558.1949058731916	2434.7052259815828	1275.5778756932789	0.0	524.9750824308777	873.0938247687312	2160.1522729063227	501.30090620607575	1075.9523069849251	2932.795124546962	465.06381775546936	396.86501631794425	525.4897066174267	537.8578401842628	221.56572559910225	282.2318177827081	1523.8134077976456	775.5653642799243	202.5441111648866	0.0	1123.9265251342938	446.07973764653235	1029.5929453064127	0.0	197.75550806221648	2638.442765909033	344.670668817529	0.0	180.94792555982	1038.4018060747142	367.75570661940765	0.0	980.8764375770261	1618.6781813426032	508.7023204946006	516.380558182653	1292.7956525782774	991.3161654067143	0.0	138.76769274613858	0.0	1460.9650832890725	205.65429961255626	0.0	824.7775181475866	801.9598091757922	203.4069914231303	0.0
MET-SAM-PWY	superpathway of S-adenosyl-L-methionine biosynthesis	28095.125854906484	10655.293180345509	9289.496135542518	12630.55388012271	22529.49376847616	27896.557231973213	20221.690310700815	12864.540347308892	19247.202326477047	16210.480286055117	25475.846297557982	22070.912423626167	13835.50158740172	23598.17763041504	16440.782686792096	11027.54925231317	13821.028065248083	17348.68152387069	10512.301820960094	7290.518941939256	16796.141432956283	16809.91997471972	20381.58149036277	9032.104633151905	17804.67402137941	19309.117829708117	14046.970912523326	16315.889223533712	21799.690397130627	20184.66666231976	13873.072541246233	10475.008624852817	13344.645861832505	22059.40997453608	26418.228449626666	21359.085588096896	14174.831847232768	16207.893811742642	27567.439619834528	21339.366638485004	26041.53636770742	28916.521208845865	25308.628888300518	16131.8088364304	20804.788460127158	22432.13627847736	17622.722742441925	12891.771276094858	25414.66772525585	25327.746417183636	33659.68411662096	21747.269311014352	27926.581924202328	31010.79517253755	32730.97301061795	12302.046467860242	32227.887467160184	29444.784200332964	29042.588099185738	17312.42219400853	28693.63672891128	27740.203372450385	33460.26265364611	29085.863377704547	26798.687550102914	28097.854697828618	29648.213287999806	19026.21683723779	33344.89026409962	17316.634951332107	15105.272303500848	14360.428365500571	21784.95234393377	35571.507010730005	20844.379637805967	18552.600405167726	23849.39760598131	31406.369006201905	18177.48197979798	14851.867139633987	20336.81819393856	32424.45012523088	18903.801052874463	20436.030359399123	6588.183182075771	29899.145656479268	22084.143357368397	14816.762891794904	24668.804514503125	22672.144065856395	17682.27373068612	16297.47113570206	16223.217562242164	35141.21700698812	32018.16484042544	6626.426828734892	14773.409256545148	37689.608644261774	25090.817290442545	21979.685365390036	13621.647041234235	22072.559956404188	23296.91181768782	9769.374982825468
METH-ACETATE-PWY	methanogenesis from acetate	0.0	0.0	0.0	1597.187410787989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	394.64020766305634	0.0	0.0	0.0	3490.750898595811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	809.8487348430114	0.0	0.0	0.0	0.0	234.52831700702725	786.2335257183705	0.0	0.0	0.0	0.0	0.0	0.0	1114.6477234355389	0.0	0.0	0.0	0.0	657.6581487188753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.642332682245193	0.0	0.0	316.6506853470005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.648339741351162	0.0	0.0	793.504764377234	0.0	0.0	0.0	0.0	0.0
METHGLYUT-PWY	superpathway of methylglyoxal degradation	2452.928714351859	816.627316635473	1134.1285079091092	1060.6594253651406	2028.25773497188	1740.5726198628784	1946.9683115958883	528.2947817277162	2513.7030113754536	351.30914246214456	1953.5322365117056	2225.460877991044	1335.8892218928374	1113.8484256636336	1049.13960174371	361.8506993937511	916.7702667586248	234.1304702236384	561.3777818668716	269.78072838391034	773.2841412701844	351.51835857694334	1518.1298731078234	595.0227173759097	1942.770030572245	974.4747545533908	2829.151980459757	1199.074340751347	2182.4483618363543	179.9122012200055	474.5757107886602	938.3002513248033	1653.3109193990476	1439.6083416319439	1072.8150695203128	1890.1154570356878	1563.8789647714484	740.7091023977656	2165.509454176372	2666.2687385772915	2328.724204463298	2246.4102720545184	1585.8764278020292	2301.938753207208	2369.63172494222	917.640537130645	2043.9943171550788	1412.7642916881814	1462.7315614325405	603.7430858002137	3617.605109535512	1273.1247951236994	1323.7783695903674	1029.9371169848353	2789.869466403804	32.39444701344587	1180.0104717857655	1583.0599897184861	2802.1619893594752	1341.0612082268499	1598.4051203685926	322.85087957541265	1962.0036619809962	2788.9898590756798	1823.1107763475854	1222.6131499954934	1338.3547756409105	1311.5027581983088	1270.246999653557	1494.1216725446188	1842.793436900304	1343.1935603643713	1504.0253271395313	0.0	690.6431281098883	1432.0649164453569	1799.2186619331073	251.39823291405602	1473.2253819433358	2113.3941564042198	2342.6333076647056	1042.9393136627634	1857.0114410819558	3593.267047581773	540.1084760267382	1128.468792726194	1006.9467981167253	1210.7924606737356	1125.3876159073782	472.40271558676505	1399.9441677358066	2345.6339188726424	1119.978536698664	389.8005996237056	2544.6220162535174	1008.3883032923364	1012.4778667863029	3098.9339613198467	1996.4708002954205	2144.610466853401	1749.278749212346	1549.0648920039325	1298.5066248485339	803.6040308861047
